sensor_id,latitude,longitude,start_time_local,end_time_local,start_time_unix_epoch,end_time_unix_epoch
67:E0:16:10:6A:80,39.48,-81.32,2025-01-04T17:00:18.971000-05:00,2025-01-04T17:05:59.668147-05:00,1.73603E+12,1.73603E+12
95:38:11:10:6A:80,39.23,-94.438,2025-01-04T16:00:30.627000-06:00,2025-01-04T16:03:18.095677-06:00,1.73603E+12,1.73603E+12
25:5A:01:10:6A:80,36.799,-76.321,2025-01-04T17:01:01.160000-05:00,2025-01-04T18:18:02.499634-05:00,1.73603E+12,1.73603E+12
F7:EA:06:10:6A:80,36.289,-88.385,2025-01-04T16:01:01.388000-06:00,2025-01-04T16:33:38.784033-06:00,1.73603E+12,1.73603E+12
8D:FE:10:10:6A:80,36.701,-76.192,2025-01-04T17:01:08.327000-05:00,2025-01-04T17:37:55.563925-05:00,1.73603E+12,1.73603E+12
B7:82:06:10:6A:80,35.826,-86.061,2025-01-04T16:01:34.533000-06:00,2025-01-04T16:02:21.198912-06:00,1.73603E+12,1.73603E+12
13:B9:AB:51:7F:C4,37.137,-93.467,2025-01-04T16:01:49.262000-06:00,2025-01-04T16:46:42.207876-06:00,1.73603E+12,1.73603E+12
49:82:27:10:6A:80,36.162,-86.581,2025-01-04T16:02:00.423000-06:00,2025-01-04T17:07:03.197814-06:00,1.73603E+12,1.73603E+12
21:39:74:40:EE:C0,38.444,-82.428,2025-01-04T17:02:22.758000-05:00,2025-01-04T17:02:44.859734-05:00,1.73603E+12,1.73603E+12
41:89:1A:10:6A:80,38.609,-90.299,2025-01-04T16:03:00.713000-06:00,2025-01-04T16:13:08.317015-06:00,1.73603E+12,1.73603E+12
